#,EDO,SERIAL,EQUIPO / ACTIVO,TIPO,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,P.T.,SERVICIO,A / L,TEMP,D. EXT,PESO,PROPIEDAD,NOMENCLATURA FLEJE,L. FLEJE,,UNION
521,ON,PCT-23-4602-P-002,PCT-PLG-006,TAPON,4      ,602,H,5000,X,  1/2 ,NPT,H,5000,NA,NA,NA,NA,NA,5000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-4602-P-002 / PCT-PLG-006 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
522,ON,PCT-23-4602-C-001,PCT-CAP-005,TAPA,4      ,602,M,5000,X,  1/2 ,NPT,H,5000,NA,NA,NA,NA,NA,5000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-4602-C-001 / PCT-CAP-005 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
523,ON,PCT-23-4602-C-002,PCT-CAP-006,TAPA,4      ,602,M,5000,X,  1/2 ,NPT,H,5000,NA,NA,NA,NA,NA,5000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-4602-C-002 / PCT-CAP-006 / MAWP 5000 / H2S / TEMP -29 - 121 C,3      ,,
524,ON,PCT-23-21502-1-001,PCT-PUP-0167,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-001 / PCT-PUP-0167 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
525,ON,PCT-23-21502-1-002,PCT-PUP-0168,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-002 / PCT-PUP-0168 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
526,ON,PCT-23-21502-1-003,PCT-PUP-0169,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-003 / PCT-PUP-0169 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
527,ON,PCT-23-21502-1-004,PCT-PUP-0170,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-004 / PCT-PUP-0170 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
528,ON,PCT-23-21502-1-005,PCT-PUP-0171,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-005 / PCT-PUP-0171 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
529,ON,PCT-23-21502-1-006,PCT-PUP-0172,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-006 / PCT-PUP-0172 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
530,ON,PCT-23-21502-1-007,PCT-PUP-0173,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-007 / PCT-PUP-0173 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
531,ON,PCT-23-21502-1-008,PCT-PUP-0174,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-008 / PCT-PUP-0174 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
532,ON,PCT-23-21502-1-009,PCT-PUP-0175,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-009 / PCT-PUP-0175 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
533,ON,PCT-23-21502-1-010,PCT-PUP-0176,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-1-010 / PCT-PUP-0176 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
534,ON,PCT-24-21502-1-001,PCT-PUP-0177,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-001 / PCT-PUP-0177 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
535,ON,PCT-24-21502-1-002,PCT-PUP-0178,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-002 / PCT-PUP-0178 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
536,ON,PCT-24-21502-1-003,PCT-PUP-0179,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-003 / PCT-PUP-0179 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
537,ON,PCT-24-21502-1-004,PCT-PUP-0180,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-004 / PCT-PUP-0180 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
538,ON,PCT-24-21502-1-005,PCT-PUP-0181,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-005 / PCT-PUP-0181 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
539,ON,PCT-24-21502-1-006,PCT-PUP-0182,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-006 / PCT-PUP-0182 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
540,ON,PCT-24-21502-1-007,PCT-PUP-0183,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-007 / PCT-PUP-0183 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
541,ON,PCT-24-21502-1-008,PCT-PUP-0184,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-008 / PCT-PUP-0184 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
542,ON,PCT-24-21502-1-009,PCT-PUP-0185,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-009 / PCT-PUP-0185 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
543,ON,PCT-24-21502-1-010,PCT-PUP-0186,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-1-010 / PCT-PUP-0186 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
544,ON,PCT-23-21502-2-001,PCT-PUP-0187,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-001 / PCT-PUP-0187 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
545,ON,PCT-23-21502-2-002,PCT-PUP-0188,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-002 / PCT-PUP-0188 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
546,ON,PCT-23-21502-2-003,PCT-PUP-0189,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-003 / PCT-PUP-0189 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
547,ON,PCT-23-21502-2-004,PCT-PUP-0190,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-004 / PCT-PUP-0190 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
548,ON,PCT-23-21502-2-005,PCT-PUP-0191,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-005 / PCT-PUP-0191 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
549,ON,PCT-23-21502-2-006,PCT-PUP-0192,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-006 / PCT-PUP-0192 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
550,ON,PCT-23-21502-2-007,PCT-PUP-0193,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-007 / PCT-PUP-0193 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
551,ON,PCT-23-21502-2-008,PCT-PUP-0194,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-008 / PCT-PUP-0194 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
552,ON,PCT-23-21502-2-009,PCT-PUP-0195,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-009 / PCT-PUP-0195 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
553,ON,PCT-23-21502-2-010,PCT-PUP-0196,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-2-010 / PCT-PUP-0196 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
554,ON,PCT-24-21502-2-001,PCT-PUP-0197,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-001 / PCT-PUP-0197 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
555,ON,PCT-24-21502-2-002,PCT-PUP-0198,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-002 / PCT-PUP-0198 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
556,ON,PCT-24-21502-2-003,PCT-PUP-0199,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-003 / PCT-PUP-0199 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
557,ON,PCT-24-21502-2-004,PCT-PUP-0200,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-004 / PCT-PUP-0200 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
558,ON,PCT-24-21502-2-005,PCT-PUP-0201,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-005 / PCT-PUP-0201 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
559,ON,PCT-24-21502-2-006,PCT-PUP-0202,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-006 / PCT-PUP-0202 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
560,ON,PCT-24-21502-2-007,PCT-PUP-0203,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-007 / PCT-PUP-0203 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
561,ON,PCT-24-21502-2-008,PCT-PUP-0204,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-008 / PCT-PUP-0204 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
562,ON,PCT-24-21502-2-009,PCT-PUP-0205,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-009 / PCT-PUP-0205 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
563,ON,PCT-24-21502-2-010,PCT-PUP-0206,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,2      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-2-010 / PCT-PUP-0206 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
564,ON,PCT-23-21502-3-001,PCT-PUP-0207,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-001 / PCT-PUP-0207 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
565,ON,PCT-23-21502-3-002,PCT-PUP-0208,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-002 / PCT-PUP-0208 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
566,ON,PCT-23-21502-3-003,PCT-PUP-0209,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-003 / PCT-PUP-0209 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
567,ON,PCT-23-21502-3-004,PCT-PUP-0210,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-004 / PCT-PUP-0210 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
568,ON,PCT-23-21502-3-005,PCT-PUP-0211,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-005 / PCT-PUP-0211 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
569,ON,PCT-23-21502-3-006,PCT-PUP-0212,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-006 / PCT-PUP-0212 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
570,ON,PCT-23-21502-3-007,PCT-PUP-0213,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-007 / PCT-PUP-0213 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
571,ON,PCT-23-21502-3-008,PCT-PUP-0214,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-008 / PCT-PUP-0214 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
572,ON,PCT-23-21502-3-009,PCT-PUP-0215,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-009 / PCT-PUP-0215 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
573,ON,PCT-23-21502-3-010,PCT-PUP-0216,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-3-010 / PCT-PUP-0216 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
574,ON,PCT-24-21502-3-001,PCT-PUP-0217,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-001 / PCT-PUP-0217 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
575,ON,PCT-24-21502-3-002,PCT-PUP-0218,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-002 / PCT-PUP-0218 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
576,ON,PCT-24-21502-3-003,PCT-PUP-0219,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-003 / PCT-PUP-0219 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
577,ON,PCT-24-21502-3-004,PCT-PUP-0220,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-004 / PCT-PUP-0220 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
578,ON,PCT-24-21502-3-005,PCT-PUP-0221,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-005 / PCT-PUP-0221 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
579,ON,PCT-24-21502-3-006,PCT-PUP-0222,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-006 / PCT-PUP-0222 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
580,ON,PCT-24-21502-3-007,PCT-PUP-0223,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-007 / PCT-PUP-0223 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
581,ON,PCT-24-21502-3-008,PCT-PUP-0224,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-008 / PCT-PUP-0224 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
582,ON,PCT-24-21502-3-009,PCT-PUP-0225,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-009 / PCT-PUP-0225 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
583,ON,PCT-24-21502-3-010,PCT-PUP-0226,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,3      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-3-010 / PCT-PUP-0226 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
584,ON,PCT-23-21502-5-001,PCT-PUP-0227,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-001 / PCT-PUP-0227 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
585,ON,PCT-23-21502-5-002,PCT-PUP-0228,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-002 / PCT-PUP-0228 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
586,ON,PCT-23-21502-5-003,PCT-PUP-0229,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-003 / PCT-PUP-0229 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
587,ON,PCT-23-21502-5-004,PCT-PUP-0230,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-004 / PCT-PUP-0230 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
588,ON,PCT-23-21502-5-005,PCT-PUP-0231,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-005 / PCT-PUP-0231 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
589,ON,PCT-23-21502-5-006,PCT-PUP-0232,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-006 / PCT-PUP-0232 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
590,ON,PCT-23-21502-5-007,PCT-PUP-0233,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-007 / PCT-PUP-0233 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
591,ON,PCT-23-21502-5-008,PCT-PUP-0234,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-008 / PCT-PUP-0234 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
592,ON,PCT-23-21502-5-009,PCT-PUP-0235,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-009 / PCT-PUP-0235 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
593,ON,PCT-23-21502-5-010,PCT-PUP-0236,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-5-010 / PCT-PUP-0236 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
594,ON,PCT-24-21502-5-001,PCT-PUP-0237,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-001 / PCT-PUP-0237 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
595,ON,PCT-24-21502-5-002,PCT-PUP-0238,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-002 / PCT-PUP-0238 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
596,ON,PCT-24-21502-5-003,PCT-PUP-0239,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-003 / PCT-PUP-0239 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
597,ON,PCT-24-21502-5-004,PCT-PUP-0240,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-004 / PCT-PUP-0240 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
598,ON,PCT-24-21502-5-005,PCT-PUP-0241,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-005 / PCT-PUP-0241 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
599,ON,PCT-24-21502-5-006,PCT-PUP-0242,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-006 / PCT-PUP-0242 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
600,ON,PCT-24-21502-5-007,PCT-PUP-0243,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-007 / PCT-PUP-0243 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
601,ON,PCT-24-21502-5-008,PCT-PUP-0244,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-008 / PCT-PUP-0244 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
