#,EDO,SERIAL,EQUIPO / ACTIVO,TIPO,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,X,DIAMETRO,TIPO,CONEXIÓN,PRESION,P.T.,SERVICIO,A / L,TEMP,D. EXT,PESO,PROPIEDAD,NOMENCLATURA FLEJE,L. FLEJE,,UNION
602,ON,PCT-24-21502-5-009,PCT-PUP-0245,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-009 / PCT-PUP-0245 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
603,ON,PCT-24-21502-5-010,PCT-PUP-0246,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,5      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-5-010 / PCT-PUP-0246 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
604,ON,PCT-23-21502-10-001,PCT-PUP-0247,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-001 / PCT-PUP-0247 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
605,ON,PCT-23-21502-10-002,PCT-PUP-0248,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-002 / PCT-PUP-0248 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
606,ON,PCT-23-21502-10-003,PCT-PUP-0249,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-003 / PCT-PUP-0249 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
607,ON,PCT-23-21502-10-004,PCT-PUP-0250,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-004 / PCT-PUP-0250 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
608,ON,PCT-23-21502-10-005,PCT-PUP-0251,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-005 / PCT-PUP-0251 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
609,ON,PCT-23-21502-10-006,PCT-PUP-0252,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-006 / PCT-PUP-0252 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
610,ON,PCT-23-21502-10-007,PCT-PUP-0253,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-007 / PCT-PUP-0253 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
611,ON,PCT-23-21502-10-008,PCT-PUP-0254,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-008 / PCT-PUP-0254 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
612,ON,PCT-23-21502-10-009,PCT-PUP-0255,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-009 / PCT-PUP-0255 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
613,ON,PCT-23-21502-10-010,PCT-PUP-0256,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-23-21502-10-010 / PCT-PUP-0256 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
614,ON,PCT-24-21502-10-001,PCT-PUP-0257,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-001 / PCT-PUP-0257 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
615,ON,PCT-24-21502-10-002,PCT-PUP-0258,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-002 / PCT-PUP-0258 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
616,ON,PCT-24-21502-10-003,PCT-PUP-0259,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-003 / PCT-PUP-0259 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
617,ON,PCT-24-21502-10-004,PCT-PUP-0260,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-004 / PCT-PUP-0260 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
618,ON,PCT-24-21502-10-005,PCT-PUP-0261,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-005 / PCT-PUP-0261 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
619,ON,PCT-24-21502-10-006,PCT-PUP-0262,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-006 / PCT-PUP-0262 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
620,ON,PCT-24-21502-10-007,PCT-PUP-0263,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-007 / PCT-PUP-0263 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
621,ON,PCT-24-21502-10-008,PCT-PUP-0264,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-008 / PCT-PUP-0264 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
622,ON,PCT-24-21502-10-009,PCT-PUP-0265,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-009 / PCT-PUP-0265 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
623,ON,PCT-24-21502-10-010,PCT-PUP-0266,TUBO,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,10      ,-29 - 121 C,7  3/4 ,,PCT,PCT-24-21502-10-010 / PCT-PUP-0266 / MAWP 10000 / H2S / TEMP -29 - 121 C,10  3/4 ,,
624,ON,PCT-23-21502-90-001,PCT-90-053,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-001 / PCT-90-053 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
625,ON,PCT-23-21502-90-002,PCT-90-054,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-002 / PCT-90-054 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
626,ON,PCT-23-21502-90-003,PCT-90-055,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-003 / PCT-90-055 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
627,ON,PCT-23-21502-90-004,PCT-90-056,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-004 / PCT-90-056 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
628,ON,PCT-23-21502-90-005,PCT-90-057,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-005 / PCT-90-057 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
629,ON,PCT-23-21502-90-006,PCT-90-058,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-006 / PCT-90-058 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
630,ON,PCT-23-21502-90-007,PCT-90-059,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-007 / PCT-90-059 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
631,ON,PCT-23-21502-90-008,PCT-90-060,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-008 / PCT-90-060 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
632,ON,PCT-23-21502-90-009,PCT-90-061,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-009 / PCT-90-061 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
633,ON,PCT-23-21502-90-010,PCT-90-062,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-010 / PCT-90-062 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
634,ON,PCT-23-21502-90-011,PCT-90-063,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-011 / PCT-90-063 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
635,ON,PCT-23-21502-90-012,PCT-90-064,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-012 / PCT-90-064 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
636,ON,PCT-23-21502-90-013,PCT-90-065,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-013 / PCT-90-065 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
637,ON,PCT-23-21502-90-014,PCT-90-066,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-014 / PCT-90-066 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
638,ON,PCT-23-21502-90-015,PCT-90-067,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-015 / PCT-90-067 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
639,ON,PCT-23-21502-90-016,PCT-90-068,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-016 / PCT-90-068 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
640,ON,PCT-23-21502-90-017,PCT-90-069,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-017 / PCT-90-069 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
641,ON,PCT-23-21502-90-018,PCT-90-070,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-018 / PCT-90-070 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
642,ON,PCT-23-21502-90-019,PCT-90-071,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-019 / PCT-90-071 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
643,ON,PCT-23-21502-90-020,PCT-90-072,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-23-21502-90-020 / PCT-90-072 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
644,ON,PCT-24-21502-90-001,PCT-90-073,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-001 / PCT-90-073 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
645,ON,PCT-24-21502-90-002,PCT-90-074,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-002 / PCT-90-074 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
646,ON,PCT-24-21502-90-003,PCT-90-075,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-003 / PCT-90-075 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
647,ON,PCT-24-21502-90-004,PCT-90-076,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-004 / PCT-90-076 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
648,ON,PCT-24-21502-90-005,PCT-90-077,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-005 / PCT-90-077 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
649,ON,PCT-24-21502-90-006,PCT-90-078,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-006 / PCT-90-078 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
650,ON,PCT-24-21502-90-007,PCT-90-079,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-007 / PCT-90-079 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
651,ON,PCT-24-21502-90-008,PCT-90-080,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-008 / PCT-90-080 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
652,ON,PCT-24-21502-90-009,PCT-90-081,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-009 / PCT-90-081 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
653,ON,PCT-24-21502-90-010,PCT-90-082,90,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,9  3/4 ,,PCT,PCT-24-21502-90-010 / PCT-90-082 / MAWP 10000 / H2S / TEMP -29 - 121 C,12  3/4 ,,
654,ON,PCT-24-21502-45-001,PCT-45-043,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-001 / PCT-45-043 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
655,ON,PCT-24-21502-45-002,PCT-45-044,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-002 / PCT-45-044 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
656,ON,PCT-24-21502-45-003,PCT-45-045,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-003 / PCT-45-045 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
657,ON,PCT-24-21502-45-004,PCT-45-046,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-004 / PCT-45-046 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
658,ON,PCT-24-21502-45-005,PCT-45-047,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-005 / PCT-45-047 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
659,ON,PCT-24-21502-45-006,PCT-45-048,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-006 / PCT-45-048 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
660,ON,PCT-24-21502-45-007,PCT-45-049,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-007 / PCT-45-049 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
661,ON,PCT-24-21502-45-008,PCT-45-050,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-008 / PCT-45-050 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
662,ON,PCT-24-21502-45-009,PCT-45-051,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-009 / PCT-45-051 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
663,ON,PCT-24-21502-45-010,PCT-45-052,45,2      ,1502,M,10000,X,2      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,10      ,,PCT,PCT-24-21502-45-010 / PCT-45-052 / MAWP 10000 / H2S / TEMP -29 - 121 C,13      ,,
664,ON,PCT-23-21502-T1-001,PCT-TEE-013,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T1-001 / PCT-TEE-013 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
665,ON,PCT-23-21502-T1-002,PCT-TEE-014,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T1-002 / PCT-TEE-014 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
666,ON,PCT-23-21502-T1-003,PCT-TEE-015,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T1-003 / PCT-TEE-015 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
667,ON,PCT-23-21502-T1-004,PCT-TEE-016,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T1-004 / PCT-TEE-016 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
668,ON,PCT-23-21502-T1-005,PCT-TEE-017,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T1-005 / PCT-TEE-017 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
669,ON,PCT-24-21502-T1-001,PCT-TEE-018,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-21502-T1-001 / PCT-TEE-018 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
670,ON,PCT-24-21502-T1-002,PCT-TEE-019,TEE (MXFXF),2      ,1502,M,10000,X,2      ,1502,F,10000,X,2      ,1502,F,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-21502-T1-002 / PCT-TEE-019 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
671,ON,PCT-23-21502-T2-001,PCT-TEE-020,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T2-001 / PCT-TEE-020 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
672,ON,PCT-23-21502-T2-002,PCT-TEE-021,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T2-002 / PCT-TEE-021 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
673,ON,PCT-23-21502-T2-003,PCT-TEE-022,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T2-003 / PCT-TEE-022 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
674,ON,PCT-23-21502-T2-004,PCT-TEE-023,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T2-004 / PCT-TEE-023 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
675,ON,PCT-23-21502-T2-005,PCT-TEE-024,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-23-21502-T2-005 / PCT-TEE-024 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
676,ON,PCT-24-21502-T2-001,PCT-TEE-025,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-21502-T2-001 / PCT-TEE-025 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
677,ON,PCT-24-21502-T2-002,PCT-TEE-026,TEE (FXMXM),2      ,1502,F,10000,X,2      ,1502,M,10000,X,2      ,1502,M,10000,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-21502-T2-002 / PCT-TEE-026 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
678,ON,PCT-23-21502-P-001,PCT-PLG-007,TAPON,2      ,1502,H,10000,X,  1/2 ,NPT,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-21502-P-001 / PCT-PLG-007 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
679,ON,PCT-23-21502-P-002,PCT-PLG-008,TAPON,2      ,1502,H,10000,X,  1/2 ,NPT,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-21502-P-002 / PCT-PLG-008 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
680,ON,PCT-23-21502-C-001,PCT-CAP-007,TAPA,2      ,1502,M,10000,X,  1/2 ,NPT,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-21502-C-001 / PCT-CAP-007 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
681,ON,PCT-23-21502-C-002,PCT-CAP-008,TAPA,2      ,1502,M,10000,X,  1/2 ,NPT,H,10000,NA,NA,NA,NA,NA,10000,H2S,N/A,-29 - 121 C,,,PCT,PCT-23-21502-C-002 / PCT-CAP-008 / MAWP 10000 / H2S / TEMP -29 - 121 C,3      ,,
682,ON,PCT-24-31502-1-001,PCT-PUP-0267,TUBO,3      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-31502-1-001 / PCT-PUP-0267 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
683,ON,PCT-24-31502-1-002,PCT-PUP-0268,TUBO,3      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-31502-1-002 / PCT-PUP-0268 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
684,ON,PCT-24-31502-1-003,PCT-PUP-0269,TUBO,3      ,1502,M,10000,X,3      ,1502,H,10000,NA,NA,NA,NA,NA,10000,H2S,1      ,-29 - 121 C,11  1/4 ,,PCT,PCT-24-31502-1-003 / PCT-PUP-0269 / MAWP 10000 / H2S / TEMP -29 - 121 C,14  1/4 ,,
